Applicant_Name,Sector,Patent_Families,First_Year,Last_Year,Person_IDs,Rank,Family_ID_List
XIAN JIAOTONG UNIVERSITY,University,56,2011,2023,4,23,"[45515606, 55126193, 58060614, 61604711, 68215275, 68215323, 69285946, 70519502, 76348983, 76386929, 76612078, 77476168, 77574860, 78062597, 78305167, 78968277, 78974711, 79210722, 79237500, 79240111, 79638252, 79738527, 79781102, 80141349, 80279086, 82433384, 82678598, 82976858, 83028038, 83162745, 83614957, 84741469, 85335103, 85437396, 85993505, 86125053, 86255001, 86258593, 86419529, 86627358, 86878475, 87224724, 87398924, 87453775, 88163450, 88355573, 88458030, 88582756, 88779292, 89273014, 89362975, 89471347, 89590225, 89783669, 90316226, 90424993]"
TOYOTA MOTOR CORPORATION,Company,54,2000,2023,12,24,"[18766046, 38283345, 38638704, 38839154, 38929353, 38929354, 39118089, 40966463, 41451918, 41547434, 47014099, 49953744, 56071329, 56414843, 65084686, 69102547, 69901696, 74563488, 75445907, 78279500, 82748145, 83507319, 84441766, 84534607, 86005246, 86606628, 87849492, 88206302, 88220168, 88647720, 88969789, 89121124, 89222513, 89224525, 89540128, 90629018, 90835627, 90887620, 90927245, 90970991, 91026432, 91034476, 91093874, 91227123, 91278476, 91474536, 91474537, 91616240, 91805111, 91855352, 92144449, 93024249, 93745443, 93745449]"
HARBIN INSTITUTE OF TECHNOLOGY,University,53,2007,2023,8,25,"[39630546, 41155034, 43225896, 50307062, 60353171, 60435269, 65555932, 66965601, 67236225, 69606834, 70426282, 72388568, 73607979, 74228115, 74233631, 75807260, 76347136, 78305231, 79469554, 80234793, 82432389, 82461313, 82461525, 82568833, 82670061, 82719303, 82955785, 83431091, 83547849, 83681708, 83954264, 84118453, 84199542, 84336092, 84860867, 85350859, 85969166, 85975500, 86795698, 86802836, 87221304, 87492725, 87495836, 87680976, 87993856, 88517040, 88567738, 88852330, 88900671, 89531448, 89685184, 89839172, 93156650]"
LIN HSIN-YUNG,Individual,52,2013,2023,34,26,"[49567403, 50661419, 50665826, 50698665, 50703380, 50762420, 53937328, 54321034, 54607130, 54838155, 55156876, 55381740, 55408055, 55436995, 55706606, 56033093, 56040056, 56040057, 56887317, 57983457, 58607624, 58609304, 59383397, 59688160, 60047313, 60806135, 61241186, 61241792, 61729931, 63293973, 63311857, 63357273, 63357489, 63371466, 63452382, 64014524, 64482576, 64904499, 65431930, 66213270, 66991603, 67402829, 68316509, 74366338, 79585151, 79728481, 85387888, 86264235, 86743055, 90607507, 91877028, 93493518]"
NIPPON TORIMU,Company,48,2001,2022,2,27,"[18914519, 29391825, 41439465, 53050159, 53638118, 56244662, 56843864, 56897966, 57685557, 57685638, 57685681, 57758165, 58239574, 58239805, 58662767, 58663094, 58797528, 59500167, 59500433, 59500445, 59678159, 59963992, 61019245, 61905565, 62018703, 62076113, 62076729, 62111939, 62908031, 62978421, 63108727, 63585410, 63919960, 64098762, 64356572, 64357228, 65356624, 67692643, 68770847, 68844457, 69644912, 77916195, 82940097, 83279958, 83461840, 88021710, 88509984, 89510932]"
SINOPEC (CHINA PETROCHEMICAL CORPORATION),Company,48,2012,2023,8,28,"[47026440, 55006613, 57713328, 60970102, 61049415, 62084604, 62974804, 65412150, 68112264, 75012734, 77703000, 78133916, 78237388, 82309867, 83666217, 83886406, 83912396, 85291711, 85332086, 86032208, 86299528, 86511815, 87176939, 87180614, 87390884, 87488471, 87710629, 88033334, 88038407, 88374075, 88392821, 89254054, 89365536, 89755508, 90420641, 90527577, 90538616, 90540684, 90759845, 90761749, 90850176, 90888276, 90900350, 90997374, 92450570, 92809644, 92813913, 94190247]"
SICHUAN UNIVERSITY,University,48,2004,2023,6,29,"[36079859, 46989185, 47852984, 48633957, 51234701, 51236610, 51804157, 52153078, 57221471, 65794974, 68866859, 72074899, 72845781, 74582373, 74783199, 76667377, 76667387, 78584032, 79183072, 80295258, 81106023, 82328847, 83700558, 83930412, 84161621, 84369085, 84731217, 86587748, 87183003, 87328954, 87353104, 87831554, 87905154, 87911717, 87955746, 88843690, 89062495, 89465522, 89789473, 89793788, 89793792, 90021534, 90037426, 90042079, 90148747, 92140466, 92956887, 92964605]"
CEA (COMMISSARIAT A L'ENERGIE ATOMIQUE),Government/Non-Profit,47,2003,2023,52,30,"[33104525, 37776533, 39171756, 39295957, 39563419, 40718923, 42370920, 42555649, 43259789, 43278992, 43402180, 43928089, 44115678, 44148855, 46420078, 47148765, 47297257, 47522685, 48613906, 48771650, 49378491, 50137847, 50482947, 52477917, 52589524, 57233731, 57348985, 57583301, 59974605, 59974606, 59974608, 66690643, 66690644, 70613736, 74206000, 74206001, 74206003, 74871548, 76284012, 76730745, 78212226, 78212227, 79019259, 79171271, 83355228, 86007432, 88584991]"
ASAHI KASEI,Company,44,2000,2022,24,31,"[18561448, 18561449, 18971410, 19039831, 28035549, 29229196, 41466061, 44195878, 49768736, 56071410, 56150512, 56919836, 60417044, 62978475, 62978480, 62979622, 63103897, 63253273, 63586509, 63676428, 63676667, 63677742, 65810321, 66339139, 68059185, 68168367, 69525514, 70611249, 70773585, 72611086, 73647766, 73648914, 79197403, 79267984, 81974396, 81974533, 83397569, 83465485, 83465509, 84239121, 85252512, 85802152, 86730504, 87471684]"
SIEMENS ENERGY GLOBAL & COMPANY,Company,44,2015,2023,9,32,"[55083391, 56296812, 57956257, 60452521, 63079809, 68581134, 68699307, 68731829, 69423115, 70005579, 72521518, 72826835, 74175730, 76601052, 76730325, 76971662, 76971664, 77998759, 80682464, 81384874, 82019582, 83444835, 84361033, 84982116, 84982556, 85036244, 85036515, 85251631, 86426070, 86760693, 87059774, 87196276, 87847934, 87933654, 88236803, 88600454, 88647319, 88923728, 89095341, 89983665, 91193707, 91582104, 91582122, 91924069]"
ZHEJIANG UNIVERSITY OF TECHNOLOGY,University,43,2006,2023,4,33,"[38250663, 44568163, 48055209, 48881306, 56716403, 56716439, 56717440, 66965142, 67445785, 67493743, 67580384, 67796046, 69427069, 70621130, 73660042, 74421622, 76406306, 76665330, 76986373, 77416401, 77870490, 77882184, 78355172, 78935506, 79133297, 79364461, 79476472, 80146011, 82437995, 84002777, 84371471, 84469934, 85545521, 86258993, 86574732, 87493659, 87622560, 88033904, 88253673, 88380051, 89393826, 89949180, 90017290]"
TIANJIN UNIVERSITY,University,43,2004,2023,5,34,"[34765180, 36747562, 36760091, 41002507, 41081280, 41177994, 61657375, 64916479, 65733610, 65961312, 67015941, 67316679, 68508819, 69107674, 69259164, 69439436, 69727939, 69855304, 69855312, 69968793, 71596415, 72345982, 73661367, 74516274, 76003907, 78731272, 78791102, 80006672, 80210383, 81995580, 82631093, 83107708, 83752760, 84581269, 85958823, 86352114, 88117528, 88125772, 88380396, 89249743, 89296906, 89866842, 91378432]"
NORTH CHINA ELECTRIC POWER UNIVERSITY,University,43,2013,2023,4,35,"[47963876, 55507190, 59261654, 63812575, 66056585, 74959159, 76669988, 77425635, 77761759, 78997523, 79337024, 81484229, 81951372, 82718537, 83249087, 83249666, 83288935, 83673963, 84117083, 84573593, 84708281, 85315996, 85967542, 86074191, 86123417, 86302632, 86867255, 86894272, 87487463, 87507718, 87611255, 87781672, 88142684, 88368088, 88382357, 88808625, 89765536, 89914528, 90070249, 90264698, 90278723, 90331238, 90672361]"
SIEMENS,Company,42,2000,2023,22,36,"[7646799, 8178973, 34924991, 36216828, 37886822, 40386307, 40775723, 40933827, 42102296, 42263146, 42270031, 42664644, 43989811, 44168190, 45218991, 45491535, 46935647, 47633033, 48050677, 48446145, 48746461, 49290246, 53496697, 55083391, 56296812, 57956257, 59220535, 59745884, 60452521, 61094410, 62148344, 63079809, 66239833, 66685576, 68699307, 69423115, 70005579, 74175730, 85781079, 85781105, 86255744, 86282613]"
SGCC(STATE GRID CORPORATION OF CHINA),Company,41,2013,2023,5,37,"[48847609, 53342483, 53744007, 55101346, 55433555, 56922515, 57449243, 57450339, 58424647, 58531807, 63550757, 65429075, 66923779, 67074768, 68285212, 68857817, 69285946, 72000901, 74959159, 75610788, 76714665, 78309093, 78974821, 79745553, 82508532, 82862743, 83032240, 83165904, 83206914, 83295913, 83478632, 84064050, 85579172, 86447648, 86812945, 88458363, 88909079, 89368792, 89912245, 90143614, 90281184]"
HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,University,41,2008,2023,2,38,"[40033380, 56158627, 64009387, 65544689, 67130115, 70562311, 71168728, 71645839, 73201383, 73408702, 74311310, 74836552, 76116731, 76341857, 76669810, 76925896, 77478352, 77753689, 80211279, 82535706, 82536252, 83334325, 83476929, 84448811, 84582606, 84992625, 85067482, 86470105, 87213136, 88159441, 88714164, 89277769, 89289440, 89368198, 89486798, 89624718, 89632472, 89949168, 90081881, 90125773, 90398954]"
DALIAN UNIVERSITY OF TECHNOLOGY,University,41,2011,2023,4,39,"[45480969, 47762449, 53040903, 53146355, 53908885, 54282436, 54500212, 63777522, 64980456, 66144767, 66961320, 70397542, 70504739, 70562577, 71868493, 73153306, 73190383, 73417963, 74955508, 76048555, 77532624, 77811507, 78965275, 78997597, 83856205, 83920898, 84252050, 84305421, 84309947, 85115914, 85426397, 86041194, 87097972, 87684127, 87787940, 88225617, 88622676, 88862141, 88907937, 90495348, 90592769]"
NORTHEASTERN UNIVERSITY,University,40,2007,2023,10,40,"[39630548, 43452613, 45425804, 47301469, 54300417, 56323056, 59331310, 59343444, 59731560, 59731588, 59777484, 59832414, 59872608, 59873767, 59905032, 59905875, 59984284, 59985484, 59985544, 60017521, 60027599, 62033162, 67725272, 68416700, 69983902, 73839631, 73950515, 75233651, 76114458, 76478033, 76776409, 79931760, 83204470, 84850635, 86696115, 87956834, 88254338, 88356412, 89497067, 89784878]"
KOREA INSTITUTE OF ENERGY RESEARCH,Government/Non-Profit,38,2007,2023,6,41,"[39398569, 45530294, 46263353, 46269237, 49292556, 51741801, 51995140, 52475853, 52483771, 56104779, 57198603, 58501977, 60384964, 62454047, 68424622, 68837101, 69802435, 70677756, 70677783, 70677785, 70733679, 71602680, 72605498, 72665138, 75222860, 75728183, 75918775, 76150217, 76391500, 76396952, 77127783, 78228214, 81591421, 82217349, 87427274, 88974570, 92377138, 93118445]"
LIN XINYONG,Individual,38,2013,2023,2,42,"[49567402, 49567403, 49571648, 50661419, 50665826, 50698665, 50703380, 50762420, 50765922, 53937328, 54607130, 55156876, 55381740, 57983457, 58467066, 59200386, 61241186, 61241792, 63293973, 63311857, 63357273, 63357489, 63371466, 63452382, 64014524, 64482576, 64904499, 67402829, 74366338, 77142086, 79585151, 85387888, 86264235, 86743055, 87331226, 90607507, 91877028, 93493518]"
KMUST (KUNMING UNIVERSITY OF SCIENCE AND TECHNOLOGY),University,37,2008,2023,2,43,"[40245864, 42620383, 43343789, 44600350, 47805622, 51250120, 55551754, 55551758, 56387437, 56664621, 56721829, 58887875, 61102629, 63484114, 64004918, 64006478, 68552106, 68626270, 74335473, 75616286, 77210626, 78651859, 78741303, 82168157, 82668436, 82770599, 83247602, 84940855, 85355103, 86077228, 86887682, 87052759, 88221258, 88520950, 89205598, 89794857, 90325121]"
"SANY HYDROGEN ENERGY CO., LTD.",Company,35,2022,2023,1,44,"[86508626, 86778793, 86825161, 88123936, 88609592, 89042696, 89046438, 89047334, 89049403, 89082616, 89092966, 89127850, 89131020, 89586581, 89594070, 89594085, 89842647, 89864013, 89887955, 89888903, 89891508, 89910722, 89948094, 90026346, 90050308, 90088951, 90311737, 90380824, 90506926, 90604925, 90965013, 90973301, 91133587, 91844724, 92255008]"
TONGJI UNIVERSITY,University,35,2015,2023,5,45,"[54033413, 54315391, 56753460, 65259155, 66190777, 66190859, 66605257, 67318112, 72674648, 72898428, 72899211, 72986185, 73753405, 74377970, 74378646, 74892596, 75493122, 76009485, 77527861, 82640716, 82676134, 82865778, 83026283, 83250117, 83910162, 84250059, 84266571, 85689032, 86885653, 86962544, 87052884, 87320940, 87321023, 89247478, 90023394]"
QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY,University,35,2018,2023,2,46,"[63269120, 65463776, 65615651, 66874505, 67923694, 68746319, 68786024, 69554318, 73183753, 73211486, 75313621, 76561160, 77621245, 78126708, 78425531, 83290680, 83479013, 83911193, 84159033, 84472546, 84719104, 86123353, 86633978, 87493874, 87725035, 88226023, 88480966, 88703652, 88805002, 89000696, 89400834, 89627100, 90152465, 91043895, 91049048]"
UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,University,35,2008,2023,5,47,"[39961838, 43483787, 44249784, 44978827, 50703381, 51435192, 53119850, 54493147, 57497558, 58840521, 58949404, 61140222, 61479120, 61844653, 63867786, 64628356, 66072751, 66870546, 67238622, 67283593, 67523424, 67591404, 71652817, 72257057, 73829615, 76044610, 76044623, 76044738, 76044743, 77229037, 77755419, 80067687, 84468856, 90163211, 90762114]"
NIHON TRIM COMPANY,Company,35,2012,2022,16,48,"[49881529, 53638118, 55439374, 56788221, 56843864, 56897966, 57685557, 57685638, 57685681, 57758165, 58239574, 58239805, 58662767, 58663094, 58797528, 59500167, 59500433, 59500445, 59678159, 59963992, 61015844, 61905565, 62018703, 62076113, 62076729, 62908031, 62978421, 63585410, 63919960, 64098762, 68770847, 69644912, 71129381, 83279958, 89510932]"
SHANGHAI JIAO TONG UNIVERSITY,University,34,2003,2023,5,49,"[34334678, 40477730, 40493562, 45336802, 46341437, 48492530, 50046087, 52075892, 54719850, 56305595, 60971052, 61650538, 61782800, 61803077, 62282075, 63021472, 63781026, 79737193, 83032240, 83580996, 84441766, 85671808, 86116439, 86421667, 86471029, 86922950, 87086034, 87541071, 88353930, 88527254, 88601567, 89295212, 89745142, 90085208]"
CHINESE CHINA ENERGY GROUP CLEAN ENERGY TECHNOLOGY RESEARCH INSTITUTE LIMITED COMPANY,Research Institution,34,2021,2022,1,50,"[80383307, 80395179, 80440716, 80602207, 80623394, 80639276, 80648489, 80712716, 80750606, 80869870, 80869890, 80869894, 80870389, 80965835, 81030638, 81046501, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81413187, 81464961, 81479993, 81480129, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
HUA ENERGY GROUP TECHNOLOGY INNOVATION CENTER LIMITED COMPANY,Company,33,2021,2022,1,51,"[80383307, 80395179, 80440716, 80456206, 80602207, 80623394, 80639276, 80648489, 80712716, 80730474, 80750606, 80869870, 80869890, 80869894, 80870389, 80965835, 81030638, 81046501, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81464961, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
LINDE,Company,33,2003,2023,9,52,"[32847080, 43307904, 44168171, 44628370, 45565824, 51224912, 61837480, 62683149, 66102636, 67438281, 73138792, 73598046, 73598047, 74884783, 75339385, 76269561, 76764787, 76796917, 81449027, 82748313, 83505919, 83508352, 83558084, 83558319, 83903386, 84361675, 84439880, 85571267, 86185311, 86328942, 86764523, 87074709, 87074744]"
CENTRAL SOUTH UNIVERSITY,University,32,2008,2023,3,53,"[39931626, 51434980, 52787795, 56399614, 56495243, 58908363, 63806799, 66008733, 68489931, 69088213, 69216319, 71753306, 71753458, 71753467, 71999343, 72006170, 72945697, 73734494, 76680522, 78122710, 82518923, 83674689, 85022206, 86479492, 87017719, 87214465, 87404987, 87486185, 87493074, 87714677, 88931026, 89743214]"
SHANGHAI JUNA NEW MATERIAL TECHNOLOGY COMPANY,Company,32,2019,2023,1,54,"[69272668, 69283022, 69283063, 69653629, 69816820, 72208480, 73318707, 73555617, 86415760, 86435796, 86570777, 86583540, 86628812, 86680175, 87391517, 87391559, 87493980, 87499316, 87535094, 87598291, 87599964, 87966174, 88235525, 88265520, 88443773, 88470524, 88562885, 88575480, 88628777, 88701237, 88710438, 88768749]"
SHAANXI HUAQIN NEW ENERGY TECHNOLOGY COMPANY,Company,32,2013,2023,3,55,"[48058925, 48847607, 54081056, 54081057, 54081058, 54081059, 54467589, 54467590, 54467591, 54467594, 58981511, 60444269, 66366571, 74951656, 75033561, 77902210, 77902247, 83754803, 83832532, 85630717, 85991608, 86970792, 87953832, 88350611, 89466278, 89645229, 90089593, 91040031, 91058222, 91059225, 91061416, 91702001]"
HITACHI ZOSEN CORPORATION,Company,32,2001,2022,5,56,"[19121014, 19148920, 19148921, 29201780, 29772770, 29772771, 30428798, 34464232, 34790670, 34818924, 34999960, 35029009, 36030119, 36104865, 36663469, 36725745, 36725754, 36958255, 37090292, 37642159, 37847944, 40959986, 42322731, 51838154, 54195649, 54262914, 69059936, 75379713, 75712603, 85159546, 85414213, 87883617]"
UNIVERSITY OF JINAN,University,32,2015,2023,3,57,"[55280753, 56590014, 58272325, 58330781, 58341673, 58342493, 58598214, 58879589, 64547221, 64627130, 66111562, 66195585, 66934881, 67817498, 68973831, 69268341, 70490845, 70493694, 70525333, 71162111, 73286429, 76611708, 76876317, 77419519, 78489960, 84250512, 84251845, 86825752, 87992051, 89200835, 89759548, 90083641]"
SICHUAN HUA ENERGY HYDROGEN ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,31,2021,2022,1,58,"[80383307, 80395179, 80440716, 80602207, 80623394, 80639276, 80648489, 80712716, 80750606, 80869870, 80869890, 80869894, 80870389, 80965835, 81030638, 81046501, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81464961, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
TOYOTA CENTRAL RES & DEV LAB,Company,30,2012,2023,2,59,"[50785123, 66544381, 66544984, 66628653, 70909652, 72353343, 72746167, 75964407, 76085808, 77918713, 78279500, 78605875, 79168698, 83399609, 83454065, 83454091, 83454618, 84328291, 87579595, 87579684, 87849492, 87886386, 87887047, 88206302, 88220168, 88286546, 89540128, 91227123, 92171661, 92419112]"
SOUTHEAST UNIVERSITY,University,30,2008,2023,4,60,"[40205878, 49097217, 52756205, 56033419, 58952946, 61221790, 63870289, 68074801, 68512393, 71148124, 71491507, 71791988, 72258512, 72258809, 72846378, 75234105, 76393937, 77525375, 77676025, 78103677, 78902811, 82421043, 83066458, 83486401, 85667466, 86450288, 88525961, 90318958, 90397063, 90421337]"
FUDAN UNIVERSITY,University,30,2004,2023,5,61,"[34602729, 34602730, 38865708, 39995079, 43515308, 55499275, 55601644, 55771565, 56153818, 56251189, 56529044, 58832295, 62033032, 69267795, 70491660, 70807916, 72756974, 73226681, 74742140, 75598974, 77713225, 78125206, 80209900, 80230344, 86441688, 86960687, 89203390, 89204371, 89587964, 89632250]"
CHONGQING UNIVERSITY,University,30,2007,2023,4,62,"[38794728, 42374860, 42659541, 47152910, 47443585, 47478239, 49647491, 51142647, 54300423, 57185484, 59881189, 64031208, 64554909, 64796956, 66499085, 76350084, 76385681, 80141085, 82284298, 83128039, 84336683, 84697391, 85063048, 86974980, 87455269, 87485826, 88454420, 89045235, 89370948, 89893755]"
WATER AND ELECTRICITY LIMITED RESPONSIBILITY COMPANY OF JIANGZHUANG RIVER OF SICHUAN PROVINCE,Company,29,2021,2022,1,63,"[80383307, 80395179, 80440716, 80602207, 80623394, 80639276, 80648489, 80712716, 80750606, 80869870, 80869894, 80870389, 80965835, 81030638, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81464961, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
SICHUAN HUAENEN TAIPING POST HYDROPOWER LIMITED RESPONSIBILITY COMPANY,Company,29,2021,2022,1,64,"[80383307, 80395179, 80440716, 80602207, 80623394, 80639276, 80648489, 80712716, 80750606, 80869870, 80869894, 80870389, 80965835, 81030638, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81464961, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
SICHUAN CHINA ENERGY EAST-WEST GUAN WATER AND ELECTRICITY SHARE LIMITED COMPANY,Company,29,2021,2022,1,65,"[80383307, 80395179, 80440716, 80602207, 80623394, 80639276, 80648489, 80712716, 80750606, 80869870, 80869894, 80870389, 80965835, 81030638, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81464961, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
SICHUAN HUANGHEN FULING RIVER HYDROPOWER LIMITED RESPONSIBILITY COMPANY,Company,29,2021,2022,1,66,"[80383307, 80395179, 80440716, 80602207, 80623394, 80639276, 80648489, 80712716, 80750606, 80869870, 80869894, 80870389, 80965835, 81030638, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81464961, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
SICHUAN HUCHENKANGZHI HYDROELECTRIC LIMITED RESPONSIBILITY COMPANY,Company,29,2021,2022,1,67,"[80383307, 80395179, 80440716, 80602207, 80623394, 80639276, 80648489, 80712716, 80750606, 80869870, 80869894, 80870389, 80965835, 81030638, 81047079, 81094039, 81205099, 81217468, 81266001, 81270730, 81362615, 81464961, 81496597, 81720177, 81866917, 81867416, 81913980, 81922782, 82122072]"
